,0,1,2,3,4,5,6,7,8
0,1.0,0.295,0.211,0.37,0.568,0.496,0.232,0.106,0.0
1,0.661,0.374,0.343,0.256,0.328,0.559,0.217,0.148,0.0
2,0.092,0.359,0.28,0.129,0.133,0.457,0.139,0.121,0.0
3,0.298,0.259,0.06,0.083,0.19,0.25,0.05,0.017,0.0
4,0.422,0.243,0.216,0.084,0.199,0.108,0.021,0.155,0.0
5,0.389,0.182,0.22,0.031,0.141,0.144,0.053,0.128,0.0
6,0.237,0.104,0.026,0.079,0.299,0.113,0.044,0.028,0.0
7,0.061,0.2,0.169,0.179,0.409,0.065,0.067,0.144,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
