,0,1,2,3,4,5,6,7,8
0,1.0,0.023,-0.01,0.01,-0.004,0.005,-0.001,0.002,0.0
1,0.023,-0.01,0.01,-0.004,0.005,-0.001,0.002,0.0,0.0
2,-0.01,0.01,-0.004,0.005,-0.001,0.002,0.0,0.0,0.0
3,0.01,-0.004,0.005,-0.001,0.002,0.0,0.0,0.001,0.0
4,-0.004,0.005,-0.001,0.002,0.0,0.0,0.001,-0.0,0.0
5,0.005,-0.001,0.002,0.0,0.0,0.001,-0.0,0.001,0.0
6,-0.001,0.002,0.0,0.0,0.001,-0.0,0.001,-0.0,0.0
7,0.002,0.0,0.0,0.001,-0.0,0.001,-0.0,0.001,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
