,0,1,2,3,4,5,6,7,8
0,1.0,0.658,0.607,0.324,0.729,0.705,0.265,0.307,0.0
1,0.711,0.694,0.962,0.359,0.381,0.852,0.669,0.049,0.0
2,0.337,0.408,0.994,0.564,0.288,0.633,0.642,0.237,0.0
3,0.427,0.188,0.637,0.262,0.201,0.475,0.69,0.385,0.0
4,0.331,0.27,0.133,0.768,0.386,0.502,0.842,0.268,0.0
5,0.307,0.166,0.443,0.948,0.479,0.295,0.525,0.073,0.0
6,0.338,0.096,0.518,0.625,0.376,0.134,0.173,0.42,0.0
7,0.203,0.112,0.264,0.491,0.433,0.174,0.345,0.567,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
