,0,1,2,3,4
0,1.0,0.223,0.161,0.112,0.0
1,0.616,0.113,0.186,0.047,0.0
2,0.157,0.033,0.106,0.062,0.0
3,0.1,0.076,0.051,0.04,0.0
4,0.1,0.048,0.086,0.04,0.0
5,0.096,0.064,0.048,0.069,0.0
6,0.086,0.063,0.043,0.035,0.0
7,0.11,0.038,0.061,0.066,0.0
8,0.0,0.0,0.0,0.0,0.0
