,0,1,2,3,4
0,1.0,2.11,0.743,0.59,0.0
1,0.671,2.316,0.442,0.792,0.0
2,0.221,1.348,0.141,0.851,0.0
3,0.509,0.662,0.233,0.539,0.0
4,0.675,0.422,0.066,0.146,0.0
5,0.661,0.18,0.399,0.016,0.0
6,0.468,0.861,0.943,0.057,0.0
7,0.128,0.484,0.832,0.017,0.0
8,0.0,0.0,0.0,0.0,0.0
