,0,1,2,3,4
0,0.773,0.702,0.095,0.095,0.702
1,0.522,0.689,0.255,0.221,0.464
2,0.13,0.503,0.095,0.376,0.194
3,0.426,0.294,0.239,0.288,0.266
4,0.453,0.116,0.43,0.34,0.224
5,0.453,0.224,0.34,0.43,0.116
6,0.426,0.266,0.288,0.239,0.294
7,0.13,0.194,0.376,0.095,0.503
8,0.522,0.464,0.221,0.255,0.689
